1636946100000,65759.99000000,65760.00000000,65600.00000000,65656.28000000,216.44879000,1636946999999,14210162.34166130,7917,90.47424000,5939328.76094870,0
1636947000000,65656.28000000,65995.00000000,65647.02000000,65824.94000000,346.62551000,1636947899999,22803877.80682470,9690,203.95013000,13419702.53891660,0
1636947900000,65824.93000000,65847.54000000,65640.00000000,65712.65000000,195.51828000,1636948799999,12850281.48587170,7296,101.37442000,6662294.05927280,0
1636948800000,65712.66000000,65849.39000000,65712.65000000,65809.46000000,262.77966000,1636949699999,17292370.00914760,12046,105.63596000,6951562.87436580,0
1636949700000,65809.45000000,65868.06000000,65699.41000000,65785.93000000,469.35497000,1636950599999,30866329.04676050,12403,285.17149000,18749158.82841110,0
1636950600000,65785.93000000,65807.70000000,65727.74000000,65753.25000000,101.21880000,1636951499999,6656116.02277540,10280,61.12175000,4019227.72498410,0
1636951500000,65753.24000000,66000.00000000,65698.01000000,65766.41000000,265.70876000,1636952399999,17488527.38082720,11750,164.57704000,10835657.26217630,0
1636952400000,65766.41000000,65838.04000000,65750.20000000,65801.84000000,120.78995000,1636953299999,7945909.93049790,9878,58.52738000,3849931.62439310,0
1636953300000,65801.83000000,65913.86000000,65790.57000000,65799.01000000,166.78643000,1636954199999,10981370.72791210,10973,94.55306000,6225243.33950810,0
1636954200000,65799.02000000,65865.89000000,65749.02000000,65752.43000000,244.05944000,1636955099999,16057636.73333680,11156,161.92804000,10654182.89852020,0
1636955100000,65752.42000000,65796.18000000,65666.42000000,65696.49000000,178.35401000,1636955999999,11723476.71469300,11422,87.44454000,5747529.82235860,0
1636956000000,65696.50000000,65735.65000000,65610.00000000,65731.99000000,224.05923000,1636956899999,14713902.84927770,8024,117.79145000,7735732.49027510,0
1636956900000,65731.99000000,65812.99000000,65703.93000000,65809.12000000,110.65698000,1636957799999,7276219.54830500,5932,52.49125000,3451636.45159280,0
1636957800000,65809.13000000,65834.00000000,65750.01000000,65764.26000000,149.57055000,1636958699999,9840460.15570750,6749,57.85055000,3806094.50931920,0
1636958700000,65764.26000000,65787.74000000,65642.05000000,65666.01000000,198.23917000,1636959599999,13021614.07281040,8129,100.82104000,6622604.57571230,0
1636959600000,65666.00000000,65738.04000000,65596.50000000,65734.62000000,208.89633000,1636960499999,13714259.60016980,11035,96.37260000,6327232.40448710,0
1636960500000,65734.62000000,65734.62000000,65609.30000000,65625.95000000,157.19390000,1636961399999,10322756.86500190,9646,67.21290000,4414128.43603180,0
1636961400000,65625.95000000,65665.38000000,65475.01000000,65515.99000000,274.27313000,1636962299999,17988748.90847160,12244,112.27546000,7363928.61003770,0
1636962300000,65516.00000000,65619.80000000,65512.29000000,65579.71000000,174.54102000,1636963199999,11443798.59896690,9583,86.83977000,5693518.34941800,0
1636963200000,65579.71000000,65675.00000000,65400.00000000,65454.33000000,384.65799000,1636964099999,25206082.37591550,13553,185.46284000,12151500.86734220,0
1636964100000,65454.32000000,65454.33000000,65244.47000000,65349.76000000,482.50555000,1636964999999,31523220.21895780,17091,219.80410000,14359510.00074330,0
1636965000000,65349.76000000,65550.55000000,65316.16000000,65539.93000000,404.49553000,1636965899999,26471796.26927080,11887,242.64802000,15878734.22026010,0
1636965900000,65539.94000000,65835.00000000,65512.31000000,65735.32000000,348.43196000,1636966799999,22898787.97846390,12997,196.94807000,12943000.14507700,0
1636966800000,65735.33000000,66336.81000000,65663.47000000,66296.02000000,712.60503000,1636967699999,47054440.24893800,25178,417.89161000,27600391.14285260,0
1636967700000,66296.02000000,66401.82000000,65982.40000000,66091.81000000,565.94817000,1636968599999,37434889.63784450,22490,256.97901000,16994708.20580670,0
1636968600000,66091.81000000,66120.00000000,65799.92000000,65831.73000000,329.39203000,1636969499999,21720305.57338450,11362,149.10402000,9832984.78846150,0
1636969500000,65831.73000000,66041.19000000,65830.00000000,65975.13000000,276.07611000,1636970399999,18208947.44319230,8972,145.66864000,9607591.10703730,0
